order_id,order_date,customer_id,customer_name,customer_type,city,occasion,channel,payment_method,product_category,product_name,quantity,unit_price_inr,gross_revenue_inr,discount_pct,discount_amt_inr,net_revenue_inr,cogs_inr,delivery_cost_inr,marketing_cost_inr,workforce_cost_inr,spoilage_cost_inr,total_cost_inr,profit_loss_inr,delivery_time_mins,delivery_status,customer_rating,complaint_type,workforce_assigned,is_repeat_customer
BKG-10976,2023-09-20 05:54:00,CUST03721,Meera Verma,New,Mumbai,Baby Shower,App,Credit Card,Cookies & Bars,Walnut Fudge Bar,3,432.17,1296.51,0.08,103.72,1192.79,652.95,341.71,352.56,227.56,171.21,1745.99,-553.2,79,Delivered,2.8,Quality Issue,1,0
BKG-10399,2023-09-20 05:59:00,CUST09207,Shreya Reddy,New,Mumbai,Birthday,App,Cash on Delivery,Hampers & Combos,Corporate Gift Hamper,4,2660.76,10643.04,0.207,2203.11,8439.93,5641.0,233.69,314.65,152.07,174.27,6515.68,1924.25,61,Delivered,3.4,No Complaint,2,0
BKG-10871,2023-09-20 11:26:00,CUST01126,Amit Gupta,Returning,Kolkata,Anniversary,Phone,Cash on Delivery,Custom Cakes,Choco Truffle Fondant,2,1319.93,2639.86,0.168,443.5,2196.36,1355.01,306.11,138.63,232.49,33.74,2065.98,130.38,105,Delivered,2.8,No Complaint,1,1
BKG-10932,2023-09-20 23:12:00,CUST00759,Rohan Iyer,Returning,Pune,Anniversary,In-Store,Debit Card,Custom Cakes,Mango Mousse Custom,1,1421.19,1421.19,0.108,153.49,1267.7,804.43,171.74,99.12,249.34,216.15,1540.78,-273.08,50,Delivered,3.9,Incorrect Customization,2,1
BKG-10126,2023-09-21 04:28:00,CUST01293,Aditya Nair,Returning,Delhi,Wedding,App,Credit Card,Cookies & Bars,Oreo Brownies,2,279.56,559.12,0.121,67.65,491.47,232.2,371.69,102.27,192.74,3.42,902.32,-410.85,65,Delivered,3.1,No Complaint,2,1
BKG-11022,2023-09-22 03:07:00,CUST02080,Nisha Nair,New,Delhi,Anniversary,Website,Credit Card,Custom Cakes,Red Velvet Custom,4,1722.88,6891.52,0.136,937.25,5954.27,3937.81,185.23,240.29,120.22,931.35,5414.9,539.37,42,Delivered,4.7,No Complaint,1,0
BKG-11013,2023-09-22 07:46:00,CUST07661,Rahul Mishra,New,Mumbai,Corporate,Website,Credit Card,Custom Cakes,Black Forest Custom,2,3371.21,6742.42,0.06,404.55,6337.87,3792.72,429.82,201.1,193.83,105.72,4723.19,1614.68,56,Cancelled,1.7,Missing Item,1,0
BKG-10610,2023-09-22 12:30:00,CUST06352,Nisha Singh,New,Mumbai,Birthday,Phone,UPI,Custom Cakes,Red Velvet Custom,1,2407.92,2407.92,0.044,105.95,2301.97,1586.63,403.69,215.78,146.26,392.53,2744.89,-442.92,83,Returned,2.1,No Complaint,2,0
BKG-10779,2023-09-22 16:42:00,CUST04673,Nikhil Agarwal,New,Pune,Baby Shower,Website,UPI,Custom Cakes,Butterscotch Custom,1,1544.15,1544.15,0.146,225.45,1318.7,874.27,331.51,268.06,182.71,4.31,1660.86,-342.16,65,Cancelled,1.9,Damaged Packaging,2,0
BKG-10095,2023-09-22 18:43:00,CUST08111,Vikram Gupta,New,Jaipur,Anniversary,App,Wallet,Hampers & Combos,Festive Treat Hamper,1,3951.54,3951.54,0.099,391.2,3560.34,2530.32,341.2,214.47,265.73,390.57,3742.29,-181.95,93,Delivered,2.2,Quality Issue,3,0
BKG-10556,2023-09-24 04:42:00,CUST05604,Rahul Bose,New,Hyderabad,Birthday,App,UPI,Cupcakes,Vanilla Rainbow Cupcakes,3,738.35,2215.05,0.089,197.14,2017.91,1174.13,222.72,362.24,143.56,285.98,2188.63,-170.72,42,Delivered,4.5,Damaged Packaging,2,0
BKG-10414,2023-09-25 09:01:00,CUST00235,Aditya Patel,Returning,Hyderabad,Birthday,App,UPI,Pastries,Croissant Almond,4,221.24,884.96,0.048,42.48,842.48,512.46,154.26,94.58,221.88,7.08,990.26,-147.78,47,Delivered,4.0,Incorrect Customization,2,1
BKG-10656,2023-09-25 19:38:00,CUST00543,Simran Bose,Returning,Delhi,Festival,In-Store,Credit Card,Photo Cakes,Anniversary Photo Cake,2,915.7,1831.4,0.143,261.89,1569.51,908.03,341.68,76.87,217.14,222.59,1766.31,-196.8,50,Delivered,4.3,Wrong Product Delivered,1,1
BKG-10486,2023-09-25 21:52:00,CUST04882,Aditya Patel,New,Delhi,Festival,Phone,Net Banking,Pastries,Opera Pastry,2,197.89,395.78,0.045,17.81,377.97,205.56,357.83,176.95,143.1,8.19,891.63,-513.66,50,Delivered,3.9,Damaged Packaging,2,0
BKG-10357,2023-09-26 12:32:00,CUST00393,Vikram Patel,Returning,Pune,Casual / No Occasion,Phone,UPI,Pastries,Lemon Tart,1,471.83,471.83,0.028,13.21,458.62,260.36,299.02,102.46,225.44,79.25,966.53,-507.91,101,Delivered,1.8,Quality Issue,1,1
BKG-11024,2023-09-26 14:00:00,CUST05504,Pooja Verma,New,Delhi,Birthday,App,Debit Card,Designer Cakes,Vintage Ruffles Cake,1,4041.62,4041.62,0.029,117.21,3924.41,3001.73,304.31,191.96,241.45,398.16,4137.61,-213.2,84,Delivered,2.6,No Complaint,1,0
BKG-10383,2023-09-27 03:32:00,CUST02159,Divya Sharma,New,Mumbai,Valentine's Day,Website,Cash on Delivery,Custom Cakes,Vanilla Dream Custom,1,2505.2,2505.2,0.003,7.52,2497.68,1583.83,414.62,365.5,132.24,264.62,2760.81,-263.13,57,Cancelled,2.1,Incorrect Customization,1,0
BKG-10924,2023-09-27 10:17:00,CUST03305,Priya Mehta,New,Mumbai,Festival,App,Cash on Delivery,Pastries,Chocolate Eclair,1,452.65,452.65,0.075,33.95,418.7,243.02,277.69,366.89,228.81,115.19,1231.6,-812.9,43,Delivered,4.7,Wrong Product Delivered,3,0
BKG-10876,2023-09-29 04:05:00,CUST01206,Vikram Iyer,Returning,Pune,Casual / No Occasion,Website,UPI,Custom Cakes,Black Forest Custom,2,3178.24,6356.48,0.093,591.15,5765.33,3420.71,286.29,100.07,183.27,492.76,4483.1,1282.23,79,Delivered,2.8,No Complaint,2,1
BKG-10408,2023-09-29 11:19:00,CUST01880,Suresh Nair,Returning,Bangalore,Wedding,App,Wallet,Photo Cakes,Anniversary Photo Cake,2,833.43,1666.86,0.193,321.7,1345.16,857.02,205.75,71.85,217.14,205.73,1557.49,-212.33,75,Returned,1.3,No Complaint,1,1
BKG-10242,2023-09-29 13:50:00,CUST01973,Meera Das,Returning,Bangalore,Birthday,App,Cash on Delivery,Photo Cakes,Baby Shower Photo Cake,4,1322.62,5290.48,0.094,497.31,4793.17,3151.13,134.15,96.15,243.58,374.5,3999.51,793.66,80,Delivered,2.6,No Complaint,2,1
BKG-11178,2023-09-30 19:13:00,CUST03927,Kavya Joshi,New,Mumbai,Anniversary,Phone,Debit Card,Designer Cakes,Galaxy Mirror Glaze,2,2842.65,5685.3,0.226,1284.88,4400.42,3107.2,292.67,196.59,242.55,430.66,4269.67,130.75,72,Delivered,2.8,No Complaint,2,0
BKG-10403,2023-10-01 11:07:00,CUST04765,Meera Mishra,New,Delhi,Wedding,Phone,Debit Card,Cupcakes,Red Velvet Cupcake Box,1,402.27,402.27,0.182,73.21,329.06,182.61,182.41,272.41,178.74,70.22,886.39,-557.33,70,Delivered,3.1,No Complaint,1,0
BKG-10218,2023-10-02 06:18:00,CUST01104,Aditya Kumar,Returning,Delhi,Baby Shower,Website,Credit Card,Cupcakes,Red Velvet Cupcake Box,2,546.92,1093.84,0.175,191.42,902.42,489.92,367.03,86.99,226.15,67.87,1237.96,-335.54,45,Delivered,3.9,Missing Item,2,1
BKG-10065,2023-10-02 19:40:00,CUST03517,Sneha Iyer,New,Delhi,Anniversary,Phone,Wallet,Custom Cakes,Butterscotch Custom,1,2546.9,2546.9,0.375,955.09,1591.81,1020.29,195.16,279.7,212.88,192.29,1900.32,-308.51,60,Delivered,4.4,Missing Item,1,0
BKG-11156,2023-10-02 20:43:00,CUST04592,Amit Sharma,New,Mumbai,Birthday,Phone,Cash on Delivery,Cookies & Bars,Oatmeal Raisin Cookies,1,319.63,319.63,0.313,100.04,219.59,121.74,188.55,198.64,256.86,9.02,774.81,-555.22,71,Delivered,2.6,Damaged Packaging,1,0
BKG-10682,2023-10-03 01:02:00,CUST01060,Pooja Reddy,Returning,Hyderabad,Birthday,Phone,Credit Card,Cookies & Bars,Choco Chip Cookies,3,147.62,442.86,0.176,77.94,364.92,182.02,414.62,108.45,259.16,29.75,994.0,-629.08,77,Delivered,4.5,Quality Issue,2,1
BKG-11181,2023-10-03 05:53:00,CUST01765,Pooja Nair,Returning,Jaipur,Birthday,Website,Credit Card,Cupcakes,Chocolate Fudge Cupcakes,1,536.11,536.11,0.3,160.83,375.28,200.48,273.13,106.32,198.71,27.09,805.73,-430.45,93,Delivered,2.5,Late Delivery,1,1
BKG-10217,2023-10-03 10:02:00,CUST07329,Meera Agarwal,New,Delhi,Festival,App,Credit Card,Designer Cakes,Galaxy Mirror Glaze,1,3844.64,3844.64,0.256,984.23,2860.41,2125.76,303.09,275.69,242.38,218.52,3165.44,-305.03,44,Delivered,4.2,No Complaint,2,0
BKG-11007,2023-10-03 11:12:00,CUST06470,Suresh Singh,New,Mumbai,Festival,App,UPI,Custom Cakes,Choco Truffle Fondant,1,1675.33,1675.33,0.175,293.18,1382.15,935.9,226.51,274.66,248.64,277.49,1963.2,-581.05,59,Cancelled,1.2,No Complaint,2,0
BKG-10007,2023-10-03 15:22:00,CUST03511,Nisha Kumar,New,Mumbai,Birthday,App,Credit Card,Photo Cakes,Graduation Photo Cake,3,1973.08,5919.24,0.31,1834.96,4084.28,2785.86,462.75,313.0,144.34,709.31,4415.26,-330.98,92,Delivered,1.7,No Complaint,3,0
BKG-10689,2023-10-03 16:06:00,CUST02379,Arjun Verma,New,Hyderabad,Casual / No Occasion,In-Store,Credit Card,Cupcakes,Chocolate Fudge Cupcakes,1,466.76,466.76,0.256,119.49,347.27,208.21,262.32,315.19,148.51,56.3,990.53,-643.26,87,Delivered,3.3,Damaged Packaging,1,0
BKG-10795,2023-10-04 23:52:00,CUST09543,Kavya Bose,New,Delhi,Anniversary,App,UPI,Custom Cakes,Red Velvet Custom,1,3111.63,3111.63,0.228,709.45,2402.18,1419.97,215.86,179.83,215.04,203.44,2234.14,168.04,50,Delivered,5.0,Wrong Product Delivered,2,0
BKG-10814,2023-10-06 01:36:00,CUST09583,Meera Gupta,New,Bangalore,Birthday,In-Store,UPI,Photo Cakes,Anniversary Photo Cake,1,1186.17,1186.17,0.27,320.27,865.9,563.57,225.36,339.66,262.15,54.87,1445.61,-579.71,64,Delivered,2.8,Missing Item,1,0
BKG-10215,2023-10-07 00:48:00,CUST01829,Sneha Kumar,Returning,Mumbai,Wedding,App,Credit Card,Photo Cakes,Baby Shower Photo Cake,1,650.37,650.37,0.389,252.99,397.38,240.96,356.81,104.15,208.61,38.58,949.11,-551.73,46,Delivered,3.6,Quality Issue,1,1
BKG-10605,2023-10-07 13:39:00,CUST06579,Shreya Iyer,New,Mumbai,Corporate,Phone,UPI,Cookies & Bars,Oatmeal Raisin Cookies,1,324.12,324.12,0.33,106.96,217.16,109.32,220.22,177.66,218.19,23.53,748.92,-531.76,82,Delivered,3.5,Damaged Packaging,1,0
BKG-10423,2023-10-07 21:16:00,CUST06624,Kavya Reddy,New,Mumbai,Festival,Phone,Debit Card,Custom Cakes,Red Velvet Custom,3,2687.98,8063.94,0.25,2015.98,6047.96,3706.95,179.34,199.75,275.43,328.98,4690.45,1357.51,57,Delivered,4.5,Damaged Packaging,2,0
BKG-10185,2023-10-08 00:43:00,CUST01207,Rahul Kumar,Returning,Pune,Birthday,Website,UPI,Custom Cakes,Red Velvet Custom,2,1749.09,3498.18,0.119,416.28,3081.9,2040.95,185.99,70.96,273.25,55.91,2627.06,454.84,46,Delivered,4.5,No Complaint,1,1
BKG-10325,2023-10-08 02:31:00,CUST00742,Ananya Das,Returning,Hyderabad,Festival,Website,UPI,Custom Cakes,Red Velvet Custom,1,1780.99,1780.99,0.258,459.5,1321.49,923.68,147.66,111.19,126.33,238.38,1547.24,-225.75,35,Delivered,3.7,Damaged Packaging,3,1
BKG-10064,2023-10-09 00:46:00,CUST03570,Rohan Joshi,New,Delhi,Anniversary,Website,Debit Card,Cupcakes,Red Velvet Cupcake Box,3,677.39,2032.17,0.287,583.23,1448.94,858.32,413.88,250.2,201.06,320.06,2043.52,-594.58,41,Delivered,4.3,No Complaint,3,0
BKG-10111,2023-10-09 20:24:00,CUST03816,Pooja Gupta,New,Delhi,Birthday,App,Credit Card,Photo Cakes,Wedding Photo Cake,1,1799.22,1799.22,0.262,471.4,1327.82,846.08,145.91,304.77,168.74,121.5,1587.0,-259.18,60,Delivered,4.0,Late Delivery,1,0
BKG-10150,2023-10-10 04:39:00,CUST00366,Nikhil Gupta,Returning,Hyderabad,Anniversary,App,Credit Card,Custom Cakes,Butterscotch Custom,1,3055.02,3055.02,0.321,980.66,2074.36,1439.02,293.55,83.03,178.62,263.96,2258.18,-183.82,83,Returned,2.4,Wrong Product Delivered,3,1
BKG-10067,2023-10-10 05:21:00,CUST08244,Suresh Verma,New,Mumbai,Casual / No Occasion,App,UPI,Cupcakes,Chocolate Fudge Cupcakes,1,594.38,594.38,0.367,218.14,376.24,198.68,363.98,294.34,247.92,48.48,1153.4,-777.16,58,Delivered,4.5,Missing Item,1,0
BKG-10823,2023-10-10 08:51:00,CUST06724,Suresh Agarwal,New,Hyderabad,Casual / No Occasion,In-Store,Net Banking,Photo Cakes,Graduation Photo Cake,1,1707.49,1707.49,0.247,421.75,1285.74,817.25,127.43,202.53,202.27,81.64,1431.12,-145.38,76,Cancelled,1.9,Damaged Packaging,2,0
BKG-10377,2023-10-10 16:48:00,CUST01181,Priya Das,Returning,Mumbai,Anniversary,Website,Credit Card,Designer Cakes,Floral Bouquet Cake,1,4363.52,4363.52,0.31,1352.69,3010.83,2247.12,154.41,136.03,191.1,292.83,3021.49,-10.66,62,Delivered,4.0,Late Delivery,1,1
BKG-10897,2023-10-10 18:12:00,CUST09138,Vikram Agarwal,New,Mumbai,Anniversary,Website,UPI,Hampers & Combos,Birthday Combo Box,3,1987.85,5963.55,0.348,2075.32,3888.23,3008.39,132.44,195.91,163.16,328.48,3828.38,59.85,80,Delivered,4.3,Quality Issue,1,0
BKG-11146,2023-10-10 22:26:00,CUST03956,Karan Mishra,New,Hyderabad,Birthday,App,Credit Card,Designer Cakes,Galaxy Mirror Glaze,1,1404.01,1404.01,0.299,419.8,984.21,641.2,179.49,379.58,202.4,108.74,1511.41,-527.2,71,Delivered,4.2,No Complaint,1,0
BKG-10739,2023-10-10 22:32:00,CUST01946,Divya Bose,Returning,Mumbai,Anniversary,Website,UPI,Custom Cakes,Choco Truffle Fondant,2,3173.61,6347.22,0.243,1542.37,4804.85,2934.49,182.68,97.73,258.13,907.78,4380.81,424.04,91,Delivered,2.8,No Complaint,1,1
BKG-11062,2023-10-11 01:57:00,CUST01783,Meera Patel,Returning,Pune,Wedding,Phone,Cash on Delivery,Designer Cakes,Geode Crystal Cake,1,4547.95,4547.95,0.139,632.17,3915.78,2821.49,395.89,122.53,161.13,719.44,4220.48,-304.7,75,Delivered,3.2,Wrong Product Delivered,2,1
BKG-10273,2023-10-11 03:23:00,CUST00199,Karan Iyer,Returning,Kolkata,Birthday,Website,Debit Card,Cupcakes,Oreo Stuffed Cupcakes,1,351.66,351.66,0.152,53.45,298.21,163.03,361.89,60.97,138.35,65.64,789.88,-491.67,63,Delivered,2.6,Incorrect Customization,3,1
BKG-10929,2023-10-11 08:09:00,CUST08022,Rahul Singh,New,Bangalore,Corporate,Phone,UPI,Pastries,Fruit Danish,3,489.27,1467.81,0.293,430.07,1037.74,622.15,367.63,254.13,163.83,190.74,1598.48,-560.74,83,Delivered,2.9,Missing Item,3,0
BKG-11171,2023-10-11 09:37:00,CUST06743,Nikhil Reddy,New,Mumbai,Baby Shower,App,Cash on Delivery,Custom Cakes,Mango Mousse Custom,1,1489.33,1489.33,0.228,339.57,1149.76,761.64,367.18,349.98,269.46,88.92,1837.18,-687.42,56,Delivered,4.3,No Complaint,1,0
BKG-10069,2023-10-12 05:31:00,CUST00748,Nikhil Bose,Returning,Bangalore,Wedding,Website,Debit Card,Photo Cakes,Birthday Photo Cake,3,1932.58,5797.74,0.146,846.47,4951.27,3062.61,325.37,75.05,210.46,709.31,4382.8,568.47,70,Delivered,3.1,No Complaint,2,1
BKG-10102,2023-10-13 05:18:00,CUST01889,Arjun Reddy,Returning,Mumbai,Birthday,Phone,Credit Card,Cupcakes,Chocolate Fudge Cupcakes,4,739.75,2959.0,0.133,393.55,2565.45,1547.8,290.5,70.6,128.59,390.6,2428.09,137.36,71,Delivered,3.7,Missing Item,1,1
BKG-10566,2023-10-13 18:34:00,CUST08274,Arjun Verma,New,Jaipur,Baby Shower,In-Store,Cash on Delivery,Photo Cakes,Wedding Photo Cake,1,1696.69,1696.69,0.226,383.45,1313.24,876.71,295.73,360.44,189.3,170.0,1892.18,-578.94,117,Delivered,2.0,No Complaint,1,0
BKG-10212,2023-10-13 23:02:00,CUST01352,Sneha Kumar,Returning,Pune,Baby Shower,In-Store,Credit Card,Custom Cakes,Mango Mousse Custom,2,2655.03,5310.06,0.152,807.13,4502.93,3135.75,417.01,93.07,122.05,637.49,4405.37,97.56,86,Delivered,3.3,Missing Item,1,1
BKG-10112,2023-10-14 19:38:00,CUST04411,Simran Reddy,New,Delhi,Anniversary,Website,Debit Card,Photo Cakes,Birthday Photo Cake,2,910.45,1820.9,0.372,677.37,1143.53,654.98,165.06,330.39,137.11,125.73,1413.27,-269.74,76,Delivered,4.4,Damaged Packaging,2,0
BKG-11109,2023-10-14 21:53:00,CUST02564,Divya Joshi,New,Kolkata,Birthday,In-Store,UPI,Custom Cakes,Black Forest Custom,2,3195.86,6391.72,0.145,926.8,5464.92,3730.49,241.37,392.23,240.79,466.14,5071.02,393.9,57,Delivered,4.5,Damaged Packaging,2,0
BKG-11051,2023-10-15 19:32:00,CUST07196,Sneha Mishra,New,Bangalore,Baby Shower,In-Store,Credit Card,Cupcakes,Vanilla Rainbow Cupcakes,2,781.49,1562.98,0.183,286.03,1276.95,735.84,248.94,295.6,217.88,239.95,1738.21,-461.26,66,Delivered,3.1,No Complaint,1,0
BKG-10552,2023-10-15 20:57:00,CUST01301,Karan Bose,Returning,Chennai,Birthday,Phone,UPI,Custom Cakes,Butterscotch Custom,5,1112.74,5563.7,0.386,2147.59,3416.11,2103.86,428.19,107.57,185.19,152.06,2976.87,439.24,71,Delivered,3.7,Late Delivery,1,1
BKG-11059,2023-10-16 00:11:00,CUST03726,Ananya Singh,New,Kolkata,Birthday,Website,Net Banking,Custom Cakes,Black Forest Custom,1,1710.33,1710.33,0.226,386.53,1323.8,778.51,434.01,193.16,128.93,162.36,1696.97,-373.17,78,Cancelled,1.7,Missing Item,1,0
BKG-10491,2023-10-16 00:28:00,CUST05117,Meera Sharma,New,Hyderabad,Wedding,App,UPI,Pastries,Opera Pastry,1,394.57,394.57,0.249,98.25,296.32,184.85,260.86,210.81,268.46,12.23,937.21,-640.89,66,Delivered,2.9,No Complaint,2,0
BKG-10429,2023-10-17 00:08:00,CUST07098,Vikram Reddy,New,Pune,Valentine's Day,App,UPI,Photo Cakes,Birthday Photo Cake,1,1723.33,1723.33,0.21,361.9,1361.43,801.51,446.89,352.58,149.06,215.42,1965.46,-604.03,64,Delivered,3.1,Incorrect Customization,1,0
BKG-11106,2023-10-17 09:35:00,CUST00833,Kavya Singh,Returning,Bangalore,Birthday,Phone,Credit Card,Designer Cakes,Vintage Ruffles Cake,3,4241.58,12724.74,0.294,3741.07,8983.67,6464.53,355.28,124.16,257.51,1330.91,8532.39,451.28,93,Delivered,2.6,No Complaint,1,1
BKG-10395,2023-10-17 14:05:00,CUST00319,Ananya Reddy,Returning,Delhi,Anniversary,App,UPI,Custom Cakes,Vanilla Dream Custom,2,3407.57,6815.14,0.212,1444.81,5370.33,3647.29,389.79,141.13,150.57,852.4,5181.18,189.15,58,Delivered,3.8,Wrong Product Delivered,1,1
BKG-10087,2023-10-17 16:20:00,CUST04220,Ananya Sharma,New,Delhi,Casual / No Occasion,Website,UPI,Photo Cakes,Anniversary Photo Cake,1,1734.97,1734.97,0.326,565.6,1169.37,686.55,190.81,347.81,237.93,160.82,1623.92,-454.55,73,Delivered,3.3,No Complaint,1,0
BKG-10896,2023-10-17 17:06:00,CUST01394,Shreya Joshi,Returning,Kolkata,Festival,Phone,Net Banking,Photo Cakes,Anniversary Photo Cake,1,1964.34,1964.34,0.136,267.15,1697.19,1041.29,117.96,66.52,233.69,285.66,1745.12,-47.93,73,Delivered,3.4,No Complaint,1,1
BKG-10080,2023-10-18 05:23:00,CUST00779,Aditya Nair,Returning,Jaipur,Festival,App,Net Banking,Pastries,Fruit Danish,2,151.16,302.32,0.086,26.0,276.32,149.98,130.8,124.26,224.91,18.61,648.56,-372.24,89,Delivered,4.3,Quality Issue,2,1
BKG-11029,2023-10-18 09:48:00,CUST03324,Vikram Mehta,New,Delhi,Birthday,Website,Cash on Delivery,Designer Cakes,Vintage Ruffles Cake,2,4730.56,9461.12,0.325,3074.86,6386.26,4890.37,342.5,314.71,182.08,651.26,6380.92,5.34,74,Delivered,4.4,Quality Issue,1,0
BKG-10060,2023-10-18 12:43:00,CUST05967,Nikhil Kumar,New,Hyderabad,Anniversary,App,UPI,Cupcakes,Chocolate Fudge Cupcakes,2,613.59,1227.18,0.279,342.38,884.8,505.91,343.27,231.59,221.46,166.39,1468.62,-583.82,68,Delivered,3.0,Incorrect Customization,1,0
BKG-10662,2023-10-18 20:29:00,CUST07705,Aditya Mishra,New,Hyderabad,Festival,Phone,UPI,Photo Cakes,Birthday Photo Cake,1,1286.77,1286.77,0.151,194.3,1092.47,709.18,130.26,323.86,274.21,105.16,1542.67,-450.2,84,Delivered,3.6,Quality Issue,3,0
BKG-10809,2023-10-19 00:53:00,CUST07894,Ananya Sharma,New,Kolkata,Corporate,Phone,Net Banking,Cupcakes,Chocolate Fudge Cupcakes,2,314.55,629.1,0.281,176.78,452.32,272.7,438.29,220.68,191.65,34.2,1157.52,-705.2,75,Delivered,4.4,No Complaint,2,0
BKG-10889,2023-10-19 02:52:00,CUST01590,Karan Das,Returning,Hyderabad,Birthday,In-Store,Credit Card,Photo Cakes,Baby Shower Photo Cake,3,1550.29,4650.87,0.249,1158.07,3492.8,2041.46,219.09,106.66,169.66,338.7,2875.57,617.23,57,Delivered,5.0,Missing Item,1,1
BKG-10277,2023-10-19 05:16:00,CUST04471,Shreya Patel,New,Mumbai,Anniversary,App,Cash on Delivery,Hampers & Combos,Festive Treat Hamper,2,3914.34,7828.68,0.289,2262.49,5566.19,3993.33,309.54,245.59,222.49,155.25,4926.2,639.99,26,Delivered,4.4,No Complaint,2,0
BKG-10799,2023-10-19 14:44:00,CUST02574,Pooja Bose,New,Pune,Corporate,Phone,Credit Card,Custom Cakes,Butterscotch Custom,3,3416.77,10250.31,0.275,2818.84,7431.47,5233.54,424.31,214.45,163.74,983.44,7019.48,411.99,82,Delivered,3.6,Incorrect Customization,3,0
BKG-10622,2023-10-19 14:57:00,CUST08950,Shreya Verma,New,Delhi,Birthday,Website,Credit Card,Custom Cakes,Red Velvet Custom,1,3179.18,3179.18,0.215,683.52,2495.66,1729.58,125.36,288.32,120.94,494.53,2758.73,-263.07,49,Delivered,4.1,Late Delivery,1,0
BKG-10256,2023-10-19 16:31:00,CUST00430,Aditya Nair,Returning,Mumbai,Anniversary,Phone,Net Banking,Pastries,Lemon Tart,1,414.67,414.67,0.191,79.2,335.47,203.48,308.43,147.28,228.44,61.84,949.47,-614.0,71,Delivered,4.3,Late Delivery,2,1
BKG-10784,2023-10-19 18:26:00,CUST01222,Rajan Agarwal,Returning,Chennai,Birthday,App,Cash on Delivery,Hampers & Combos,Luxury Dessert Box,2,1378.39,2756.78,0.316,871.14,1885.64,1421.42,238.56,123.91,192.15,42.38,2018.42,-132.78,63,Delivered,3.4,Quality Issue,2,1
BKG-11001,2023-10-20 01:48:00,CUST06772,Arjun Das,New,Delhi,Birthday,Website,Debit Card,Designer Cakes,Unicorn Cake,2,1676.37,3352.74,0.297,995.76,2356.98,1672.2,139.59,270.73,196.46,67.59,2346.57,10.41,66,Delivered,4.4,No Complaint,1,0
BKG-10968,2023-10-20 15:17:00,CUST09243,Meera Patel,New,Delhi,Birthday,Phone,UPI,Photo Cakes,Graduation Photo Cake,2,651.38,1302.76,0.275,358.26,944.5,634.94,353.42,314.31,136.3,146.18,1585.15,-640.65,93,Delivered,1.8,Wrong Product Delivered,2,0
BKG-10458,2023-10-20 20:24:00,CUST01946,Rajan Joshi,Returning,Delhi,Birthday,App,Credit Card,Cookies & Bars,Oreo Brownies,2,322.16,644.32,0.406,261.59,382.73,193.45,275.54,147.06,279.86,50.63,946.54,-563.81,35,Delivered,3.5,No Complaint,1,1
BKG-10453,2023-10-20 20:39:00,CUST01313,Rohan Das,Returning,Chennai,Valentine's Day,In-Store,Cash on Delivery,Pastries,Croissant Almond,1,258.17,258.17,0.295,76.16,182.01,102.86,124.3,82.16,226.97,48.16,584.45,-402.44,50,Delivered,4.4,Wrong Product Delivered,2,1
BKG-10420,2023-10-20 21:09:00,CUST02688,Rohan Iyer,New,Pune,Anniversary,Phone,Cash on Delivery,Photo Cakes,Anniversary Photo Cake,3,1454.17,4362.51,0.427,1862.79,2499.72,1502.19,287.89,225.9,143.2,150.16,2309.34,190.38,95,Delivered,3.0,Damaged Packaging,1,0
BKG-10048,2023-10-21 00:16:00,CUST06889,Pooja Sharma,New,Mumbai,Anniversary,App,UPI,Pastries,Blueberry Muffin,1,332.44,332.44,0.276,91.75,240.69,151.22,274.36,183.39,144.51,53.99,807.47,-566.78,64,Delivered,3.3,Incorrect Customization,2,0
BKG-10982,2023-10-21 03:12:00,CUST09051,Nisha Singh,New,Kolkata,Corporate,App,Net Banking,Designer Cakes,Galaxy Mirror Glaze,4,2957.01,11828.04,0.363,4293.58,7534.46,5515.28,200.01,348.97,142.5,191.7,6398.46,1136.0,100,Delivered,3.4,Late Delivery,1,0
BKG-10295,2023-10-21 15:17:00,CUST09713,Sneha Iyer,New,Chennai,Corporate,In-Store,Cash on Delivery,Designer Cakes,Galaxy Mirror Glaze,1,3649.47,3649.47,0.226,824.78,2824.69,1852.67,122.62,284.1,249.95,310.51,2819.85,4.84,48,Delivered,4.7,Late Delivery,3,0
BKG-10875,2023-10-22 03:19:00,CUST09921,Simran Das,New,Delhi,Birthday,In-Store,Debit Card,Custom Cakes,Choco Truffle Fondant,2,1590.31,3180.62,0.243,772.89,2407.73,1636.99,462.04,330.76,194.18,443.54,3067.51,-659.78,34,Delivered,4.5,Damaged Packaging,2,0
BKG-10946,2023-10-22 22:11:00,CUST02204,Kavya Bose,New,Chennai,Anniversary,App,UPI,Custom Cakes,Vanilla Dream Custom,3,2637.1,7911.3,0.231,1827.51,6083.79,3612.19,266.7,227.08,169.2,1108.46,5383.63,700.16,64,Delivered,3.7,Late Delivery,2,0
BKG-10752,2023-10-23 07:54:00,CUST01595,Ananya Agarwal,Returning,Mumbai,Birthday,App,Credit Card,Custom Cakes,Black Forest Custom,1,1452.5,1452.5,0.251,364.58,1087.92,767.91,158.74,125.57,250.82,125.66,1428.7,-340.78,69,Delivered,3.7,No Complaint,1,1
